08/21 20:14:13.928066,-130,-102,-250,-174,-348,-326,-54,-280,-221,-1,0,1
08/21 20:14:14.360019,-129,-101,-250,-174,-349,-325,-55,-280,-220,-1,-1,1
08/21 20:14:14.791740,-128,-100,-256,-174,-348,-325,-57,-281,-218,0,0,-2
08/21 20:14:15.223627,-128,-101,-255,-172,-350,-326,-58,-281,-216,0,0,1
08/21 20:14:15.655363,-128,-101,-255,-170,-346,-329,-59,-282,-213,-1,-1,-2
08/21 20:14:16.087035,-129,-99,-254,-169,-348,-326,-59,-282,-213,0,-1,1
08/21 20:14:16.518824,-131,-101,-254,-168,-347,-329,-58,-280,-214,0,-1,1
08/21 20:14:16.950176,-133,-101,-251,-168,-348,-332,-57,-281,-215,1,-1,1
08/21 20:14:17.381478,-133,-100,-252,-169,-348,-333,-54,-281,-218,-1,0,-2
08/21 20:14:17.812860,-134,-102,-248,-170,-347,-333,-50,-280,-217,-1,0,1
08/21 20:14:18.244290,-132,-102,-245,-172,-347,-329,-52,-279,-222,-2,-2,0
08/21 20:14:18.675628,-130,-102,-250,-174,-349,-329,-52,-280,-219,-2,0,-2
08/21 20:14:19.106902,-128,-100,-251,-175,-349,-325,-54,-280,-219,-1,-1,-2
08/21 20:14:19.538622,-128,-102,-254,-173,-348,-327,-57,-280,-218,0,-2,2
08/21 20:14:19.970348,-127,-102,-253,-171,-348,-326,-58,-281,-214,-1,0,-1
08/21 20:14:20.402557,-129,-101,-256,-169,-348,-328,-59,-281,-216,0,-1,3
08/21 20:14:20.834283,-130,-100,-255,-169,-349,-330,-57,-282,-212,-1,0,-4
08/21 20:14:21.266129,-132,-102,-254,-168,-348,-331,-56,-282,-213,1,-1,1
08/21 20:14:21.698179,-133,-101,-252,-167,-347,-332,-55,-282,-214,-1,-1,0
08/21 20:14:22.129729,-134,-102,-252,-167,-349,-333,-54,-282,-216,-1,0,-2
08/21 20:14:22.561212,-135,-101,-248,-170,-348,-333,-52,-282,-218,-1,-1,1
08/21 20:14:22.992564,-133,-100,-252,-173,-348,-331,-51,-280,-220,0,-2,0
08/21 20:14:23.423967,-131,-101,-248,-174,-348,-327,-53,-281,-220,0,0,1
08/21 20:14:23.855430,-129,-101,-251,-174,-349,-327,-55,-281,-221,-1,1,-1
08/21 20:14:24.286890,-128,-101,-255,-173,-349,-326,-56,-280,-217,-2,1,0
08/21 20:14:24.718314,-128,-100,-255,-171,-349,-326,-58,-281,-214,0,-3,-1
08/21 20:14:25.149906,-130,-102,-256,-170,-347,-329,-59,-281,-215,0,-2,1
08/21 20:14:25.581337,-131,-102,-253,-168,-347,-332,-58,-280,-216,-1,0,-2
08/21 20:14:26.012771,-133,-102,-250,-168,-348,-334,-54,-281,-214,-1,0,-3
08/21 20:14:26.444155,-134,-101,-246,-169,-347,-333,-54,-280,-221,-1,0,3
08/21 20:14:26.875611,-133,-101,-248,-172,-347,-332,-52,-281,-219,-1,-1,-2
08/21 20:14:27.306974,-131,-102,-247,-173,-347,-326,-52,-281,-218,-1,-2,1
08/21 20:14:27.738826,-129,-100,-251,-174,-349,-325,-55,-280,-223,-1,-1,-1
08/21 20:14:28.173036,-128,-100,-253,-174,-349,-324,-55,-281,-218,0,0,0
08/21 20:14:28.604880,-129,-101,-250,-174,-349,-326,-56,-281,-220,-1,0,-2
08/21 20:14:29.051698,-128,-100,-259,-172,-349,-323,-57,-280,-214,0,0,2
08/21 20:14:29.483043,-128,-101,-259,-169,-347,-329,-59,-281,-214,0,1,2
08/21 20:14:29.914408,-131,-102,-253,-168,-347,-333,-57,-280,-214,-1,0,-3
08/21 20:14:30.346315,-133,-100,-252,-168,-347,-333,-55,-281,-216,0,0,-1
08/21 20:14:30.778069,-134,-102,-248,-169,-347,-333,-52,-281,-215,0,0,-1
08/21 20:14:31.209883,-134,-102,-248,-171,-347,-330,-52,-280,-219,-1,-1,-3
08/21 20:14:31.641655,-133,-101,-247,-172,-348,-330,-53,-279,-223,-1,-2,0
08/21 20:14:32.073492,-131,-102,-250,-175,-349,-327,-53,-280,-221,-1,0,-1
08/21 20:14:32.505437,-129,-102,-249,-174,-349,-325,-55,-280,-220,1,0,1
08/21 20:14:32.937161,-127,-102,-253,-174,-350,-325,-57,-282,-217,-1,-2,1
08/21 20:14:33.368905,-128,-100,-253,-172,-348,-326,-59,-281,-216,0,0,0
08/21 20:14:33.800710,-129,-100,-258,-169,-348,-329,-59,-282,-213,0,0,-2
08/21 20:14:34.232564,-131,-101,-253,-168,-347,-330,-58,-282,-214,0,-1,0
08/21 20:14:34.664350,-132,-101,-251,-167,-347,-333,-55,-281,-211,0,-1,5
08/21 20:14:35.096166,-134,-102,-252,-168,-347,-332,-53,-280,-217,-1,-2,1
08/21 20:14:35.528107,-135,-101,-248,-170,-348,-333,-52,-281,-219,-1,1,3
08/21 20:14:35.959579,-133,-102,-248,-172,-348,-331,-52,-280,-220,-1,0,1
08/21 20:14:36.390973,-131,-100,-249,-174,-346,-327,-53,-280,-224,0,0,1
08/21 20:14:36.822251,-129,-101,-252,-174,-348,-323,-55,-281,-222,-1,0,2
08/21 20:14:37.253596,-128,-102,-253,-173,-348,-327,-59,-280,-221,-1,-1,-1
08/21 20:14:37.684901,-128,-101,-255,-170,-349,-327,-59,-281,-215,-1,-2,-1
08/21 20:14:38.116294,-130,-101,-256,-168,-348,-332,-58,-282,-214,0,1,0
