08/21 19:34:37.870247,-128,-94,-258,-166,-342,-337,-55,-276,-218,-132,-95,-190
08/21 19:34:38.302517,-130,-96,-257,-165,-342,-336,-53,-276,-221,-137,-108,-168
08/21 19:34:38.733997,-132,-96,-254,-166,-341,-339,-51,-276,-222,-137,-114,-166
08/21 19:34:39.165404,-131,-96,-252,-169,-343,-335,-49,-276,-225,-136,-113,-165
08/21 19:34:39.596934,-129,-96,-252,-171,-342,-333,-50,-276,-227,-131,-99,-178
08/21 19:34:40.028423,-126,-96,-255,-172,-342,-330,-52,-274,-226,-123,-85,-199
08/21 19:34:40.459824,-125,-95,-260,-171,-344,-331,-55,-275,-221,-127,-96,-193
08/21 19:34:40.891183,-126,-94,-261,-167,-342,-333,-56,-276,-218,-125,-74,-209
08/21 19:34:41.322547,-129,-96,-259,-166,-343,-337,-55,-275,-220,-1,-2,-1
08/21 19:34:41.753922,-131,-95,-254,-166,-342,-339,-51,-276,-222,-1,-1,0
08/21 19:34:42.185424,-132,-96,-253,-169,-342,-335,-49,-276,-223,-1,0,3
08/21 19:34:42.617017,-130,-96,-252,-172,-344,-335,-49,-275,-224,-1,-1,-1
08/21 19:34:43.048814,-127,-95,-256,-172,-343,-330,-53,-277,-223,-1,-1,-2
08/21 19:34:43.480284,-127,-94,-265,-171,-345,-331,-55,-276,-223,0,0,1
08/21 19:34:43.911656,-126,-95,-262,-168,-343,-332,-57,-275,-218,0,-2,-1
08/21 19:34:44.343026,-129,-94,-258,-166,-342,-335,-54,-276,-217,0,0,0
08/21 19:34:44.774465,-131,-96,-255,-166,-341,-337,-51,-275,-220,-1,0,-2
08/21 19:34:45.205920,-132,-97,-254,-168,-343,-335,-49,-276,-220,-1,-1,1
08/21 19:34:45.637806,-130,-95,-251,-171,-343,-333,-49,-274,-225,0,0,1
08/21 19:34:46.070502,-128,-95,-255,-172,-343,-332,-51,-275,-226,-1,-1,0
08/21 19:34:46.502318,-127,-95,-257,-172,-343,-334,-53,-275,-223,-2,-2,2
08/21 19:34:46.934127,-125,-94,-258,-171,-343,-329,-55,-275,-221,0,1,0
08/21 19:34:47.366244,-125,-96,-261,-168,-342,-331,-56,-277,-219,0,0,-2
08/21 19:34:47.798199,-127,-96,-261,-166,-342,-336,-55,-276,-219,0,0,-1
08/21 19:34:48.229700,-129,-96,-258,-165,-342,-340,-55,-276,-219,-1,-1,-3
08/21 19:34:48.661148,-132,-95,-253,-166,-342,-337,-50,-275,-222,-1,0,-1
08/21 19:34:49.092501,-131,-95,-253,-170,-342,-338,-49,-275,-225,-1,0,-3
08/21 19:34:49.523954,-128,-95,-254,-172,-342,-333,-51,-276,-229,-1,-2,3
08/21 19:34:49.955382,-126,-95,-257,-171,-343,-331,-54,-277,-222,-1,0,-1
